分类,题干,A,B,C,D,E,正确答案,解析
预防科目,⽬前流⾏的⾼致病性禽流感属于（ ）。,三类疫病,⼀类疫病,⼆类疫病,以上都是,以上都不是,B,"标准答案：B
出处：押题1.pdf
解析：⾼致病性禽流感是由正黏病毒科、流感病毒属的H9和H5亚型流感病毒引起的以禽类为主的烈性传染
病。该病的流⾏特点为发病急骤、传播迅速、感染谱⼴、流⾏范围⼴，并可引起鸡和⽕鸡⼤批死
亡，在我国将其列为⼀类动物疫病。"
预防科目,100头仔猪中有20头发病，其中10头死亡，其病死率为（ ）。,50%,60%,10%,30%,20%,A,"标准答案：A
出处：押题1.pdf
解析：发病率是指发病动物群体中，在⼀定时间内具有发病症状的动物数占该群体动物总数的百分⽐；病
死率是指发病动物群体中，在⼀定时间内发病死亡的动物数占该群体中发病动物总数的百分⽐。A
项，该题中，病死率＝（10/20）×100%＝50%。"
预防科目,评价免疫效果的主要依据是（ ）。,诊断⽅法,发病情况,疫苗质量,动物⽤途,疫苗种类,C,"标准答案：C
出处：押题1.pdf
解析：影响疫苗免疫效果的因素很多，主要有疫苗的种类、疫苗的质量、免疫程序、免疫接种⽅法、疾病
的性质以及动物的健康状态，其中疫苗质量是主要的影响因素。因此，评价免疫效果的主要依据是
疫苗质量。"
预防科目,控制传染病时，对传播途径采取的措施是（ ）。,扑杀,紧急接种,消毒,治疗,隔离,C,"标准答案：C
出处：押题1.pdf
解析：控制动物传染病必须采取综合性防控措施，消除或切断动物传染病的传染源、传播途径和易感动物3
个基本环节。其中对于传染源采取的措施⼀般是进⾏隔离、扑杀或治疗；对于传播途径，主要采⽤
消毒措施；对于易感动物，可以采取疫苗接种⽅法进⾏预防。"
预防科目,⽜海绵状脑病的病原属于（ ）。,双股RNA病毒,朊病毒,单股负链RNA病毒,真菌,单股正链RNA病毒,B,"标准答案：B
出处：押题1.pdf
解析：⽜海绵状脑病俗称疯⽜病，潜伏期长，以脑组织发⽣慢性海绵状（空泡）变性、功能退化、精神错
乱、死亡率⾼为特征。其致病因⼦不同于⼀般的细菌、病毒，⽽是⼀种具有⽣物活性的蛋⽩质，称
之为朊病毒。"
预防科目,鸡⼤肠杆菌病的主要临床表现形式是（ ）。,肝周炎,滑膜炎,⽓囊炎,败⾎型,以上都是,E,"标准答案：E
出处：押题1.pdf
解析：禽⼤肠杆菌病是由致病性⼤肠杆菌引起的各种禽类的急性或慢性细菌性传染病，其临床上表现形式
包括急性败⾎症、⽓囊炎、肝周炎、卵黄性腹膜炎、输卵管炎、滑膜炎、眼炎、关节炎、脐炎、⾁
芽肿以及肺炎等，其中最常见的是急性败⾎症和卵黄性腹膜炎。"
预防科目,⼜蹄疫病毒的易感动物不包括（ ）。,⼤象,绵⽺,骆驼,马,黄⽜,D,"标准答案：D
出处：押题1.pdf
解析：⼜蹄疫是由⼜蹄疫病毒引起的偶蹄兽的⼀种急性、热性、⾼度接触性传染病，其临特征为：成年动
物的⼜腔黏膜、蹄部和乳房等处⽪肤发⽣⽔疱和溃烂。该病以偶蹄动物的易感性较⾼，易感性的⾼
低顺序为黄⽜、牦⽜、犏⽜和⽔⽜、骆驼、绵⽺、⼭⽺和猪，但马对该病具有极强的抵抗⼒。"
预防科目,猪沙门⽒菌病主要发⽣于（ ）。,5～6⽉龄猪,6～9⽉龄猪,1～4⽉龄猪,1⽉龄以内仔猪,以上都是,C,"标准答案：C
出处：押题1.pdf
解析：沙门⽒菌病是由沙门⽒菌属中多种细菌引起的疾病的总称。C项，猪沙门⽒菌病又称猪副伤寒，主要
侵害1～4⽉龄的⼩猪，临诊表现为下痢，出现卡他性或⼲酪样肺炎；且急性型呈败⾎症变化，表现
为弥漫性纤维素性坏死性肠炎。"
预防科目,猪瘟最具诊断意义的器官病变是（ ）。,胆囊黏膜出⾎,肾脏出⾎斑点,脾脏出⾎性梗死,纤维素性坏死性肠炎,出⾎性淋巴结炎,C,"标准答案：C
出处：押题1.pdf
解析：猪瘟是由黄病毒科、瘟病毒属猪瘟病毒引起的⾼度致死性烈性传染病，其临床特征为全⾝⽪肤、浆
膜、黏膜和内脏器官有不同程度的出⾎，全⾝淋巴结肿⼤、充⾎、出⾎，⼤理⽯样纹理；其中脾脏
表⾯及边缘出⾎性梗死，最具有诊断意义。"
预防科目,骆驼感染⼜蹄疫病毒最可能出现的症状为（ ）。,神经症状,运动障碍,间歇热,呼吸困难,贫⾎,B,"标准答案：B
出处：押题1.pdf
解析：⼜蹄疫是由⼜蹄疫病毒引起的偶蹄兽的⼀种急性、热性、⾼度接触性传染病，在临床上以⼜腔黏
膜、蹄部和乳房等处⽪肤发⽣⽔疱和溃疡为特征。B项，骆驼感染⼜蹄疫病毒最可能出现的症状为蹄
部和乳房等处⽪肤发⽣⽔疱和溃疡，进⽽会出现运动障碍。"
预防科目,病猪出现⾯部变形和“泪斑”，最有可能的传染病是（ ）。,传染性胸膜肺炎,猪传染性萎缩性⿐炎,副猪嗜⾎杆菌病,猪繁殖与呼吸综合征,猪⽀原体肺炎,B,"标准答案：B
出处：押题1.pdf
解析：猪传染性萎缩性⿐炎是由⽀⽓管败⾎波⽒杆菌和产毒多杀性巴⽒杆菌引起的以⿐炎、⿐中隔弯曲、
⿐甲⾻萎缩和病猪⽣长迟缓为特征的慢性接触性呼吸道传染病。染病猪会出现⿐涕、⿐塞、⽓喘，
有时还有不同程度的浆液性、黏性或脓性⿐分泌物，由于泪液黏附尘⼟⽽在眼⾓出现斑纹，俗称“泪
斑”；此外，病猪会出现⿐甲⾻萎缩，导致⿐腔和⾯部变形。"
预防科目,断奶仔猪多系统衰竭综合征是由（ ）引起的猪免疫抑制性传染病。,轮状病毒,细⼩病毒,猪瘟病毒,猪圆环病毒2型,以上都不是,D,"标准答案：D
出处：押题1.pdf
解析：猪圆环病毒病是由猪圆环病毒2型（PCV2）引起的⼀种新型传染病，该病能够引起断奶仔猪多系统
衰竭综合征、猪⽪炎与肾病综合征和母猪的繁殖障碍，此外，还可导致猪群严重的免疫抑制。"
预防科目,"母猪怀孕期间感染细⼩病毒，在不同感染时期对胎⼉的影响有所不同。其中怀孕后70天感染
时，主要出现（ ）。",⽊乃伊胎,难产,死胎,正常产仔,流产,E,"标准答案：E
出处：押题1.pdf
解析：猪细⼩病毒病是由细⼩病毒科猪细⼩病毒引起的母猪繁殖障碍性疾病，主要发⽣于初产母猪，临床
特征表现为流产，产出死胎、⽊乃伊胎及病弱仔猪。不同孕期感染时，对胎⼉的影响有所不同，在
怀孕后30～50天感染时，主要产出⽊乃伊胎；在怀孕后50～60天感染时，主要产出死胎；在怀孕70
天感染时，主要出现流产。"
预防科目,猪巴⽒杆菌病急性型的病理变化是（ ）。,全⾝性出⾎＋关节炎,全⾝性出⾎＋淋巴结炎,全⾝性出⾎＋浆膜炎,全⾝性出⾎＋纤维素性肺炎,全⾝性出⾎＋胃肠炎,D,"标准答案：D
出处：押题1.pdf
解析：猪巴⽒杆菌病又称猪肺疫，是由多杀性巴⽒杆菌引起的猪急性或散发性传染病。该病的急性病例会
呈现出咽喉炎、出⾎性败⾎病和纤维素性肺炎等特征性病理变化。"
预防科目,猪繁殖与呼吸综合征的主要临床特征是（ ）。,哺乳仔猪脱⽔、呼吸困难和⾼死亡率,母猪发⽣流产，产出死胎和⽊乃伊胎,仔猪发⽣呼吸道症状,以上都是,以上都不是,D,"标准答案：D
出处：押题1.pdf
解析：猪繁殖与呼吸综合征又称蓝⽿病，是由猪繁殖与呼吸综合征病毒引起的⼀种⾼度接触性传染病，以
妊娠母猪和仔猪最为常见。该病以母猪发⽣流产，产出死胎、弱胎、⽊乃伊胎以及仔猪呼吸困难、
⾼死亡率等为主要特征。"
预防科目,猪传染性萎缩性⿐炎的特征性病变是（ ）。,⿐窦黏膜发炎，有⼤量黏性渗出物,⿐腔出⾎,⿐腔黏膜发炎,⿐黏膜充⾎、肿胀,⿐中隔软⾻和⿐甲⾻软化萎缩,E,"标准答案：E
出处：押题1.pdf
解析：猪传染性萎缩性⿐炎是由⽀⽓管败⾎波⽒杆菌和产毒多杀性巴⽒杆菌引起的以⿐炎、⿐中隔弯曲、
⿐甲⾻萎缩和病猪⽣长迟缓为特征的慢性接触性呼吸道传染病。病猪会出现⿐甲⾻萎缩，⿐腔和⾯
部变形等症状。"
预防科目,分离新城疫病毒，病料接种SPF鸡胚的部位是（ ）。,尿囊膜,尿囊腔,⽺膜腔,卵黄囊,⽺膜,B,"标准答案：B
出处：押题1.pdf
解析：新城疫又称亚洲鸡瘟，是由新城疫病毒引起的鸡和⽕鸡的急性⾼度接触性传染病，主要临床特征为
呼吸困难、下痢、神经机能紊乱以及浆膜和黏膜显著出⾎。B项，诊断鸡新城疫⼀般进⾏病毒分离和
鉴定，⽅法为：取病料，通过尿囊腔接种9～11⽇龄SPF鸡胚，取24h后死亡的鸡胚的尿囊液进⾏⾎凝
试验（HA）和⾎凝抑制试验（HI）进⾏病毒鉴定。"
预防科目,常⽤于检查球⾍卵的实验室⽅法是（ ）。,饱和盐⽔漂浮法,⾍卵沉淀法,直接涂⽚法,幼⾍培养法,⾁眼观察,A,"标准答案：A
出处：押题1.pdf
解析：寄⽣于消化道与呼吸道的绝⼤多数线⾍、吸⾍和球⾍所产⽣的卵、幼⾍或孕节（绦⾍）会随粪便排
出体外，因此⼀般利⽤粪便检查来诊断消化道与呼吸道的寄⽣⾍病。粪便检查的⽅法主要有直接涂
⽚法、⾍卵漂浮法和⾍卵沉淀法，其中⾍卵漂浮法常⽤饱和盐⽔漂浮法，主要⽤于检查线⾍卵、球
⾍卵等。"
预防科目,马传染性贫⾎的临床特征不包括（ ）。,黄疸,出⾎,贫⾎,肺炎,⾼热,D,"标准答案：D
出处：押题1.pdf
解析：马传染性贫⾎简称马传贫，是由马传染性贫⾎病毒引起的马属动物的⼀种传染病，临床症状为发
热、贫⾎、出⾎、黄疸、⼼脏衰弱、浮肿和消瘦等，且反复发作，发热期（有热期）临床症状明
显。"
预防科目,出现双相热、肠道急性卡他性炎和神经症状的⽝传染病是（ ）。,⽝流感,⽝细⼩病毒病,⽝瘟热,⽝传染性肝炎,狂⽝病,C,"标准答案：C
出处：押题1.pdf
解析：⽝瘟热是由⽝瘟热病毒引起的主要发⽣于⽝的⼀种急性、接触性传染病，该病的临床特征为双相热
以及急性⽀⽓管、肺、胃肠卡他性炎和神经症状，此外，少数患病⽝可在⽪肤上形成湿疹样病变，
⾜底⽪肤过度⾓化⽽增厚，又称厚⾜底病。"
预防科目,兔病毒性出⾎病的典型病理变化是（ ）。,肠壁变薄,肺出⾎，肝瘀⾎,胃出⾎,肠系膜淋巴结肿⼤,肾出⾎,B,"标准答案：B
出处：押题1.pdf
解析：兔病毒性出⾎病俗称兔瘟，是由兔病毒出⾎症病毒引起的⼀种急性、⾼度接触性传染病，以呼吸系
统出⾎、肝坏死、实质脏器⽔肿、瘀⾎及出⾎性变化为特征。"
预防科目,禽霍乱的主要病变特征是（ ）。,脾脏肿⼤,肺出⾎,肠黏膜出⾎,盲肠出⾎、栓⼦,肝表⾯有针尖⼤⼩的⽩⾊坏死点,E,"标准答案：E
出处：押题1.pdf
解析：禽霍乱又称禽巴⽒杆菌病、禽出⾎性败⾎症，是由多杀性巴⽒杆菌引起的鸡、鸭、鹅等禽类的⼀种
传染病，依据发病表现可分为急性型、最急性型和慢性型，其最主要的病变特征为肝表⾯有针尖⼤
⼩的⽩⾊坏死点。"
预防科目,猪蛔⾍最主要的致病作⽤是（ ）。,毒素作⽤,机械性损伤,继发感染,夺取宿主营养,免疫损伤,D,"标准答案：D
出处：押题1.pdf
解析：消化道寄⽣⾍（如蛔⾍、绦⾍）多数以宿主体内消化或半消化的⾷物营养为⾷，这些营养物质包括
宿主不易获得⽽又必需的物质，如维⽣素B 12、铁及微量元素等。由于寄⽣⾍对宿主营养的这种掠
夺，使得宿主长期处于贫⾎、消瘦和营养不良状态，进⽽引起各种病变，如猪蛔⾍成⾍寄⽣于宿主
的⼩肠，夺取宿主的营养物质，导致宿主营养不良，严重时会成为僵猪。"
预防科目,类圆线⾍病的主要感染途径是（ ）。,接触感染,经节肢动物感染,经⽪肤感染,⾃⾝感染,经⼜感染,C,"标准答案：C
出处：押题1.pdf
解析：类圆线⾍病又称杆⾍病，是由类圆属的线⾍寄⽣于宿主肠道引起的寄⽣⾍病，对幼畜危害很⼤，特
别是仔猪和幼驹，常导致幼畜消瘦，⽣长迟缓，甚⾄⼤批死亡。C项，⽪肤感染是该病的主要感染途
径，仔猪可从母乳、⽪肤、胎盘或⼜腔获得感染；幼⽝、幼驹亦可从母乳中获得感染。"
预防科目,预防伊⽒锥⾍病最实⽤的措施为（ ）。,淘汰病畜,搞好环境卫⽣,药物预防,消灭媒介昆⾍,疫苗免疫,D,"标准答案：D
出处：押题1.pdf
解析：伊⽒锥⾍病是由伊⽒锥⾍寄⽣于马属动物、⽜、⽔⽜、骆驼的⾎液、淋巴液以及造⾎器官中引起的
常见病。其传播途径为：虻及吸⾎蝇类在吸⾎时，⾷⼊感染动物体内的⾍体，再次吸⾎时将⾍体注
⼊其他动物体内，进⽽传播该病。因此，预防伊⽒锥⾍病最实⽤的措施为加强饲养管理，消灭媒介
昆⾍。"
预防科目,动物驱⾍期间，对其粪便最适宜的处理⽅法是（ ）。,⽣物热发酵,使⽤消毒剂,直接喂鱼,直接⽤作肥料,深埋,A,"标准答案：A
出处：押题1.pdf
解析：对于寄⽣⾍病的防治，⼀般使⽤抗寄⽣⾍药物进⾏驱⾍。驱⾍应在专门的、有隔离条件的场所进
⾏，驱⾍后排出的粪便应统⼀集中，⽤“⽣物热发酵法”进⾏⽆害化处理。"
预防科目,猪是⼸形⾍的（ ）。,贮藏宿主,补充宿主,中间宿主,保⾍宿主,终末宿主,C,"标准答案：C
出处：押题1.pdf
解析：宿主是指体内或体表有寄⽣⾍暂时或长期寄⽣的动物，其类型包括终末宿主、中间宿主、补充宿
主、保⾍宿主等，其中中间宿主是指寄⽣⾍幼⾍期或⽆性繁殖阶段所寄⽣的动物体，如⼸形⾍的⽆
性⽣殖阶段（速殖⼦、慢殖⼦和包囊）寄⽣于猪、⽺等中间宿主体内。"
预防科目,确诊棘球蚴病的⽅法是（ ）。,动物接种,⽪屑检查,⾎液检查,⼫体剖检,粪便检查,D,"标准答案：D
出处：押题1.pdf
解析：棘球蚴病又称包⾍病，是由寄⽣于⽝、狼、狐狸等动物⼩肠的棘球绦⾍的中绦期幼⾍——棘球蚴感
染中间宿主⽽引起的⼀种⼈兽共患寄⽣⾍病。动物棘球蚴病的⽣前诊断⽐较困难，根据流⾏病学资
料和临诊症状，采⽤⽪内变态反应、间接⾎细胞凝集试验和酶联免疫吸附试验等⽅法对动物和⼈的
棘球蚴病有较⾼的检出率；对动物⼫体剖检时，在肝、肺等处发现棘球蚴可以确诊。"
预防科目,蚤对⽝、猫的最主要危害是（ ）。,扰乱营养代谢,扰乱免疫功能,破坏⾎细胞,吸⾎和传播疾病,破坏体⽑,D,"标准答案：D
出处：押题1.pdf
解析：⽝蚤、猫蚤又称跳蚤，在⽝、猫间相互流⾏，并可寄⽣于⼈体。其寄⽣于在动物体上⼤量吸⾎，会
引起动物痒感，⽪肤炎症，影响采⾷和休息；⼤量寄⽣时可导致动物贫⾎、消瘦或死亡。此外，更
重要的是蚤能传播⼀些疾病，特别是作为宠物的寄⽣⾍，可跳⾄⼈体引起瘙痒，传播病原体，导致
疾病。"
预防科目,伊⽒锥⾍病的主要传播媒介是（ ）。,采采蝇,⽩蛉,虻和吸⾎蝇,蜻蜓,库蚊,C,"标准答案：C
出处：押题1.pdf
解析：伊⽒锥⾍病是由伊⽒锥⾍寄⽣于马属动物、⽜、⽔⽜、骆驼的⾎液、淋巴液以及造⾎器官中引起的
常见病，其主要传播媒介为虻和吸⾎蝇。"
预防科目,新孢⼦⾍病主要导致家畜（ ）。,黄疸,腹泻,肺炎,流产,以上都不是,D,"标准答案：D
出处：押题1.pdf
解析：新孢⼦⾍病是由⽝新孢⼦⾍寄⽣于多种动物引起的寄⽣⾍病，⼴泛分布于世界各地。其主要危害是
引起孕畜流产或死胎，以及新⽣⼉运动神经障碍，对⽜的危害尤为重要，是⽜流产的主要原因。"
